Rk,Player,Pos,Squad,Comp,90s,CPA
1880,Vid Belec\4f8ce0e1,GK,Salernitana,it Serie A,21.5,0
1881,Haris Belkebla\2b1bed19,MF,Brest,fr Ligue 1,25.7,0
1882,Stefan Bell\857a5abe,DF,Mainz 05,de Bundesliga,31.8,0
1883,Armel Bella Kotchap\a39d11bc,DF,Bochum,de Bundesliga,19.6,0
1884,Jeanuel Belocian\c678ddd7,DF,Rennes,fr Ligue 1,0.1,0
1885,Fran Beltrán\ed5c5fa3,MF,Celta Vigo,es La Liga,28.9,0
1886,Salim Ben Seghir\1f6298f2,FW,Marseille,fr Ligue 1,0.0,0
1887,Marco Benassi\0000acda,DFMF,Fiorentina,it Serie A,1.8,0
1888,Darío Benedetto\bef0a7ac,FW,Elche,es La Liga,6.6,0
1889,Darío Benedetto\bef0a7ac,FWMF,Marseille,fr Ligue 1,0.6,0
1890,Walter Benítez\8a2248b4,GK,Nice,fr Ligue 1,37.0,0
1891,Iker Benito\50cbc806,MFFW,Osasuna,es La Liga,1.3,0
1892,Loris Benito\f5b6fb78,DF,Bordeaux,fr Ligue 1,0.7,0
1893,Pedro Benito\a7416105,FW,Cádiz,es La Liga,0.3,0
1894,Filip Benković\305a3820,DFFW,Udinese,it Serie A,0.1,0
1895,Nabil Bentaleb\3189f61a,MF,Angers,fr Ligue 1,16.8,0
1896,Alessandro Berardi\ec1f737d,GK,Hellas Verona,it Serie A,1.0,0
1897,Patrick Berg\e4114f5d,MF,Lens,fr Ligue 1,3.4,0
1898,Etrit Berisha\ee833569,GK,Torino,it Serie A,10.0,0
1899,Valon Berisha\d5575935,MFFW,Reims,fr Ligue 1,5.1,0
1900,Paul Bernardoni\28dabd43,GK,Angers,fr Ligue 1,13.0,0
1901,Paul Bernardoni\28dabd43,GK,Saint-Étienne,fr Ligue 1,19.0,0
1902,Dimitry Bertaud\380a15e2,GK,Montpellier,fr Ligue 1,9.3,0
1903,Nicolò Bertola\04b40c58,MFDF,Spezia,it Serie A,0.4,0
1904,Bartosz Bialek\763b8b37,FW,Wolfsburg,de Bundesliga,2.0,0
1905,Ermin Bičakčić\7aac47fe,DF,Hoffenheim,de Bundesliga,0.1,0
1906,Mads Bidstrup\407db0d5,MF,Brentford,eng Premier League,0.5,0
1907,Pedro Bigas\697295b1,DF,Elche,es La Liga,17.2,0
1908,Luis Binks\36e88fbc,DF,Bologna,it Serie A,7.2,0
1909,Tom Bischof\07d3bfec,MFFW,Hoffenheim,de Bundesliga,0.2,0
1910,Nathan Bitu Mazala\0f697e02,DF,Paris S-G,fr Ligue 1,0.1,0
1911,Marco Bizot\3d214e5f,GK,Brest,fr Ligue 1,38.0,0
1912,Bjarki Bjarkason\f1d25de7,FW,Venezia,it Serie A,0.0,0
1913,Blanco\506daeac,MF,Real Madrid,es La Liga,0.3,0
1914,Jérôme Boateng\2db2fd7b,DF,Lyon,fr Ligue 1,18.0,0
1915,Kevin-Prince Boateng\f4ec4fd0,MFFW,Hertha BSC,de Bundesliga,7.7,0
1916,Antonin Bobichon\7d937aa1,MFFW,Angers,fr Ligue 1,0.4,0
1917,Luka Bogdan\cb678320,DF,Salernitana,it Serie A,4.4,0
1918,Charles Boli\bbdd999a,MF,Lens,fr Ligue 1,0.4,0
1919,Willy Boly\a4ac4b8f,DF,Wolves,eng Premier League,10.0,0
1920,Kevin Bonifazi\fb77bfef,DF,Bologna,it Serie A,13.4,0
1921,Solomon Bonnah\dd7b6eb8,DF,RB Leipzig,de Bundesliga,0.1,0
1922,Leonardo Bonucci\52ec54d0,DF,Juventus,it Serie A,22.3,0
1923,Sebastiaan Bornauw\01834aa0,DF,Wolfsburg,de Bundesliga,22.3,0
1924,Sven Botman\ccce7025,DF,Lille,fr Ligue 1,25.0,0
1925,Yassine Bounou\f6798fc3,GK,Sevilla,es La Liga,31.0,0
1926,Ismaëlben Boura\62e02107,DF,Lens,fr Ligue 1,1.1,0
1927,Mehdi Bourabia\0d077b88,MF,Spezia,it Serie A,3.1,0
1928,Redwan Bourles\5c7895a0,MFFW,Lorient,fr Ligue 1,0.2,0
1929,Edoardo Bove\ae94a6c5,MFFW,Roma,it Serie A,0.8,0
1930,Dedryck Boyata\7c473e12,DF,Hertha BSC,de Bundesliga,21.1,0
1931,Jarrad Branthwaite\c1949191,DF,Everton,eng Premier League,4.3,0
1932,Claudio Bravo\10072610,GK,Betis,es La Liga,16.2,0
1933,Iker Bravo\db8c8860,FW,Leverkusen,de Bundesliga,0.1,0
1934,Fabian Bredlow\d28339cb,GK,Stuttgart,de Bundesliga,4.0,0
1935,Josip Brekalo\d4a2533d,MF,Wolfsburg,de Bundesliga,0.2,0
1936,Yan Brice Eteki\3d688b46,MF,Granada,es La Liga,3.8,0
1937,Dylan Bronn\edd81e2a,DF,Metz,fr Ligue 1,28.3,0
1938,Lewis Brunt\a2081c6b,MF,Leicester City,eng Premier League,0.3,0
1939,Bryan\7b5ab7f2,FWMF,Tottenham,eng Premier League,1.0,0
1940,Aleksander Buksa\59f2d958,FW,Genoa,it Serie A,0.7,0
1941,Alessandro Buongiorno\4ae67f27,DF,Torino,it Serie A,13.1,0
1942,Sascha Burchert\25bdea4b,GK,Greuther Fürth,de Bundesliga,14.0,0
1943,Delano Burgzorg\05e2d5ea,FW,Mainz 05,de Bundesliga,0.3,0
1944,Roman Bürki\9d12e142,GK,Dortmund,de Bundesliga,1.0,0
1945,Dan Burn\b2d31e83,DF,Newcastle Utd,eng Premier League,16.0,0
1946,Dan Burn\b2d31e83,DF,Brighton,eng Premier League,11.4,0
1947,Oriol Busquets\49712367,MF,Clermont Foot,fr Ligue 1,2.2,0
1948,Jack Butland\cc70a1d5,GK,Crystal Palace,eng Premier League,8.5,0
1949,Adrián Butzke\505dce2b,FW,Granada,es La Liga,0.0,0
1950,Marcin Bułka\db87a2c4,GK,Nice,fr Ligue 1,1.0,0
1951,Erick Cabaco\e7ab4179,DF,Getafe,es La Liga,4.5,0
1952,Willy Caballero\a179d516,GK,Southampton,eng Premier League,2.0,0
1953,Leandro Cabrera\69cbc8b6,DF,Espanyol,es La Liga,37.0,0
1954,Martín Cáceres\e94d79e3,DF,Cagliari,it Serie A,9.2,0
1955,Felipe Caicedo\93b891d1,FW,Inter,it Serie A,0.3,0
1956,Marc-Aurèle Caillard\5ee6e943,GK,Metz,fr Ligue 1,17.1,0
1957,Cala\fe05804b,DF,Cádiz,es La Liga,10.5,0
1958,Riccardo Calafiori\aded8e6f,DF,Genoa,it Serie A,0.9,0
1959,Mattia Caldara\ac7e640b,DF,Venezia,it Serie A,30.0,0
1960,Calderón\da4e70e5,DF,Betis,es La Liga,0.7,0
1961,Fernando Calero\41b3069f,DF,Espanyol,es La Liga,12.1,0
1962,Duje Ćaleta-Car\94f8d10c,DF,Marseille,fr Ligue 1,22.9,0
1963,Lucas Calodat\7a72e960,DF,Saint-Étienne,fr Ligue 1,0.0,0
1964,Mamadou Camara\316e70c7,FW,Troyes,fr Ligue 1,0.4,0
1965,Víctor Camarasa\b2d03887,MFFW,Betis,es La Liga,1.2,0
1966,Eduardo Camavinga\7b9c2d84,MF,Rennes,fr Ligue 1,1.6,0
1967,Chem Campbell\6f711f67,MF,Wolves,eng Premier League,0.1,0
1968,Todd Cantwell\f63d8a4b,FWMF,Norwich City,eng Premier League,4.9,0
1969,Ander Capa\37f1cf47,DF,Athletic Club,es La Liga,0.0,0
1970,Leonardo Capezzi\07ea0ef2,MF,Salernitana,it Serie A,1.9,0
1971,Andrea Carboni\f7e2af2c,DF,Cagliari,it Serie A,24.6,0
1972,Cárdenas\e1846dde,GK,Levante,es La Liga,24.0,0
1973,Carlo\8249ff06,MF,Villarreal,es La Liga,0.1,0
1974,Diego Carlos\b4a014b1,DF,Sevilla,es La Liga,32.9,0
1975,Nicolò Casale\3f5f38fb,DF,Hellas Verona,it Serie A,28.7,0
1976,Kiko Casilla\58bc7d18,GK,Elche,es La Liga,14.0,0
1977,Francesco Cassata\96960855,MF,Genoa,it Serie A,0.1,0
1978,Koen Casteels\db401046,GK,Wolfsburg,de Bundesliga,28.0,0
1979,Danilo Cataldi\ba3d3bea,MF,Lazio,it Serie A,19.0,0
1980,Catena\274ab13c,DF,Rayo Vallecano,es La Liga,36.0,0
1981,Craig Cathcart\89e4b358,DF,Watford,eng Premier League,26.6,0
1982,Pietro Ceccaroni\4d1efb48,DF,Venezia,it Serie A,34.7,0
1983,Luca Ceppitelli\7d50454d,DF,Cagliari,it Serie A,16.1,0
1984,Leonardo César Jardim\f5dfc256,GK,Lille,fr Ligue 1,17.0,0
1985,Damir Ceter\eade5337,FW,Cagliari,it Serie A,0.1,0
1986,Julian Chabot\ae7058f9,DF,Köln,de Bundesliga,2.3,0
1987,Julian Chabot\ae7058f9,DF,Sampdoria,it Serie A,5.4,0
1988,El Chadaille Bitshiabu\2180c761,DF,Paris S-G,fr Ligue 1,0.1,0
1989,Kayky Chagas\17734ea0,FW,Manchester City,eng Premier League,0.1,0
1990,Mehdi Chahiri\1787195f,MF,Strasbourg,fr Ligue 1,0.2,0
1991,Trevoh Chalobah\5515376c,DF,Chelsea,eng Premier League,16.1,0
1992,Calum Chambers\dc6f5bdd,DF,Arsenal,eng Premier League,1.9,0
1993,Calum Chambers\dc6f5bdd,DF,Aston Villa,eng Premier League,9.2,0
1994,Dylan Chambost\dbde4959,MFFW,Troyes,fr Ligue 1,8.4,0
1995,Chapela\9ed40a69,MFFW,Cádiz,es La Liga,4.4,0
1996,Brendan Chardonnet\16aa7d4c,DF,Brest,fr Ligue 1,29.8,0
1997,Xavier Chavalerin\279ddf6a,MFDF,Reims,fr Ligue 1,2.4,0
1998,Justin Che\3c569f37,DFMF,Hoffenheim,de Bundesliga,0.5,0
1999,Chema\7f203b54,MF,Getafe,es La Liga,0.5,0
2000,Daniel Chesters\240c8ab6,MF,West Ham,eng Premier League,0.0,0
2001,Vlad Chiricheș\c316607a,DF,Sassuolo,it Serie A,25.6,0
2002,Hamza Choudhury\7d2d3329,DFMF,Leicester City,eng Premier League,3.2,0
2003,Andreas Christensen\1cb49278,DF,Chelsea,eng Premier League,16.6,0
2004,Max Christiansen\e7b899b8,MF,Greuther Fürth,de Bundesliga,22.8,0
2005,Víctor Chust\ec1a731e,DF,Cádiz,es La Liga,20.3,0
2006,Jasper Cillessen\04ac8285,GK,Valencia,es La Liga,16.2,0
2007,Pathé Ciss\9a0408b6,MF,Rayo Vallecano,es La Liga,12.2,0
2008,Moustapha Cissé\ee3c4b3f,FW,Atalanta,it Serie A,0.4,0
2009,Giorgio Cittadini\e4ba67f2,DF,Atalanta,it Serie A,0.0,0
2010,Ciaran Clark\2b91cf8e,DF,Newcastle Utd,eng Premier League,11.3,0
2011,Nathaniel Clyne\0442183b,DF,Crystal Palace,eng Premier League,15.0,0
2012,Conor Coady\2928dca2,DF,Wolves,eng Premier League,37.3,0
2013,Omar Colley\8b95acda,DF,Sampdoria,it Serie A,30.5,0
2014,Eray Cömert\15937e17,DF,Valencia,es La Liga,4.5,0
2015,Diego Conde\4eae5bc4,GK,Getafe,es La Liga,0.1,0
2016,Aaron Connolly\27c01749,FW,Brighton,eng Premier League,1.7,0
2017,Andrea Consigli\8cabdc1e,GK,Sassuolo,it Serie A,36.9,0
2018,Andrea Conti\8fef5412,DFMF,Sampdoria,it Serie A,2.6,0
2019,Andrea Conti\8fef5412,DF,Milan,it Serie A,0.1,0
2020,Liam Cooper\dc64b8b3,DF,Leeds United,eng Premier League,20.2,0
2021,Maxwel Cornet\beb391dd,DFMF,Lyon,fr Ligue 1,0.7,0
2022,Hélder Costa\f13d02a6,MF,Leeds United,eng Premier League,0.2,0
2023,Benoît Costil\2434f24a,GK,Bordeaux,fr Ligue 1,25.0,0
2024,Thibaut Courtois\1840e36d,GK,Real Madrid,es La Liga,36.0,0
2025,Alessio Cragno\f554e29b,GK,Cagliari,it Serie A,35.0,0
2026,Charlie Cresswell\4654e5f5,DF,Leeds United,eng Premier League,1.6,0
2027,Cristo\ad81ba78,DF,Real Sociedad,es La Liga,0.2,0
2028,Giovanni Crociata\8c964914,FW,Empoli,it Serie A,0.2,0
2029,Jorge Cuenca\0abc51f2,DF,Getafe,es La Liga,29.8,0
2030,Mickaël Cuisance\5722eced,MF,Bayern Munich,de Bundesliga,0.1,0
2031,Luke Cundle\cc3b8e78,MF,Wolves,eng Premier League,2.0,0
2032,Matheus Cunha\dc62b55d,FW,Hertha BSC,de Bundesliga,0.7,0
2033,Rafael Czichos\b0a0698b,DF,Köln,de Bundesliga,15.6,0
2034,Lennart-Marten Czyborra\7ba1f1ef,DF,Arminia,de Bundesliga,1.5,0
2035,Damien Da Silva\1ec7e1c5,DF,Lyon,fr Ligue 1,12.5,0
2036,Finn Dahmen\dee3013b,GK,Mainz 05,de Bundesliga,2.0,0
2037,Flavius Daniliuc\7ef972c3,DF,Nice,fr Ligue 1,14.4,0
2038,Kevin Danso\6e33125f,DF,Lens,fr Ligue 1,31.0,0
2039,Dante\fd2bc67d,DF,Nice,fr Ligue 1,31.9,0
2040,Márton Dárdai\41bff4fa,DF,Hertha BSC,de Bundesliga,8.4,0
2041,Karl Darlow\cde3309f,GK,Newcastle Utd,eng Premier League,8.0,0
2042,Keinan Davis\9deaf2c8,FW,Aston Villa,eng Premier League,0.1,0
2043,Craig Dawson\3e9e06cb,DF,West Ham,eng Premier League,30.6,0
2044,Sebastien De Maio\952a03fe,DF,Udinese,it Serie A,2.0,0
2045,Tommaso De Nipoti\7f9d956a,MF,Atalanta,it Serie A,0.1,0
2046,Saulo Decarli\41df88b8,DF,Bochum,de Bundesliga,0.1,0
2047,Troy Deeney\82e34b69,FW,Watford,eng Premier League,0.3,0
2048,Romain Del Castillo\0be95d34,MFFW,Rennes,fr Ligue 1,0.3,0
2049,Thomas Delaney\fe641c1a,MF,Dortmund,de Bundesliga,0.2,0
2050,Liam Delap\dd897ee7,FW,Manchester City,eng Premier League,0.1,0
2051,Filippo Delli Carri\d2e8fd9b,DF,Salernitana,it Serie A,3.7,0
2052,Fabian Delph\111c3236,MF,Everton,eng Premier League,7.4,0
2053,Jason Denayer\47af88b8,DF,Lyon,fr Ligue 1,11.1,0
2054,Fabio Depaoli\d97f2e8d,MFDF,Sampdoria,it Serie A,1.2,0
2055,Mike van der Hoorn\25f50295,DF,Arminia,de Bundesliga,0.2,0
2056,Arthur Desmas\e8c5dd4d,GK,Clermont Foot,fr Ligue 1,14.5,0
2057,Samuel Di Carmine\ef94dc2f,FW,Hellas Verona,it Serie A,0.4,0
2058,Francesco Di Tacchio\b5c3ff9f,MF,Salernitana,it Serie A,13.9,0
2059,Ibrahim Diakité\d8c19a60,MF,Reims,fr Ligue 1,0.0,0
2060,Mouhamadou Diarra\6d0fe035,MF,Strasbourg,fr Ligue 1,1.2,0
2061,Rúben Dias\31c69ef1,DF,Manchester City,eng Premier League,26.7,0
2062,Amadou Diawara\bf309d24,MF,Roma,it Serie A,1.9,0
2063,Javier Díaz\17a1299d,GK,Sevilla,es La Liga,1.0,0
2064,Víctor Díaz\3624ce4c,DF,Granada,es La Liga,16.7,0
2065,Virgil van Dijk\e06683ca,DF,Liverpool,eng Premier League,34.0,0
2066,Javairô Dilrosun\34a0f5ff,FW,Hertha BSC,de Bundesliga,1.5,0
2067,Stole Dimitrievski\fc70e345,GK,Rayo Vallecano,es La Liga,30.8,0
2068,Sinaly Diomande\6de23ab0,DF,Lyon,fr Ligue 1,6.4,0
2069,Issa Diop\a712ca2b,DF,West Ham,eng Premier League,10.7,0
2070,Andy Diouf\9b5237b1,MF,Rennes,fr Ligue 1,0.2,0
2071,Assane Dioussé\7f622eef,MF,Saint-Étienne,fr Ligue 1,0.3,0
2072,Filippo Distefano\2110f96c,FW,Fiorentina,it Serie A,0.0,0
2073,Matías Dituro\b6160ad0,GK,Celta Vigo,es La Liga,38.0,0
2074,Djené\a4971d84,DF,Getafe,es La Liga,34.6,0
2075,Alexander Djiku\43e7a164,DF,Strasbourg,fr Ligue 1,29.9,0
2076,Bryan Djile Nokoué\75186a6a,DFMF,Saint-Étienne,fr Ligue 1,0.6,0
2077,Ouparine Djoco\62124972,GK,Clermont Foot,fr Ligue 1,23.5,0
2078,Marko Dmitrović\ac295d9e,GK,Sevilla,es La Liga,6.0,0
2079,Jaume Doménech\c9cb972b,GK,Valencia,es La Liga,3.8,0
2080,Carlos Dominguez\3521abfe,DF,Celta Vigo,es La Liga,3.8,0
2081,Mario Dominguez\d709cd5c,FW,Valencia,es La Liga,0.3,0
2082,John Donald\5e95c000,DF,Elche,es La Liga,2.0,0
2083,Gianluigi Donnarumma\08f5afaa,GK,Paris S-G,fr Ligue 1,17.0,0
2084,Niklas Dorsch\7f73bdf4,MF,Augsburg,de Bundesliga,25.8,0
2085,Gabriel Dos Santos\67ac5bb8,DF,Arsenal,eng Premier League,34.0,0
2086,Lohann Doucet\dff0c299,MF,Nantes,fr Ligue 1,0.1,0
2087,Fodé Doucouré\1bfe34dc,DF,Reims,fr Ligue 1,1.7,0
2088,Ismaël Doukouré\0512a60a,DF,Strasbourg,fr Ligue 1,0.2,0
2089,Bartłomiej Drągowski\085e71a7,GK,Fiorentina,it Serie A,6.2,0
2090,Radu Drăgușin\620922ed,DF,Sampdoria,it Serie A,6.9,0
2091,Cody Drameh\e0d1510a,DF,Leeds United,eng Premier League,1.4,0
2092,Matthieu Dreyer\fbf83734,GK,Lorient,fr Ligue 1,16.0,0
2093,Domingos Duarte\93090f69,DF,Granada,es La Liga,18.7,0
2094,Óscar Duarte\aa0ac32d,DF,Levante,es La Liga,19.7,0
2095,Martin Dúbravka\3a949a25,GK,Newcastle Utd,eng Premier League,26.0,0
2096,Shane Duffy\7314bba4,DF,Brighton,eng Premier League,16.0,0
2097,Unai Dufur\c261b5dd,DF,Osasuna,es La Liga,1.0,0
2098,Paul Dummett\3fe6bd8c,DF,Newcastle Utd,eng Premier League,2.2,0
2099,Lewis Dunk\282f75f3,DF,Brighton,eng Premier League,28.6,0
2100,Hugo Duro\37e103f8,DFMF,Getafe,es La Liga,0.1,0
2101,Enzo Ebosse\9ba7b4fa,DF,Angers,fr Ligue 1,21.0,0
2102,Ederson\3bb7b8b4,GK,Manchester City,eng Premier League,37.0,0
2103,CJ Egan-Riley\d313e8ff,DF,Manchester City,eng Premier League,0.0,0
2104,Lilian Egloff\2f7fec15,FWMF,Stuttgart,de Bundesliga,0.3,0
2105,Aritz Elustondo\f7dc2ae5,DF,Real Sociedad,es La Liga,23.4,0
2106,Nico Elvedi\48035304,DF,M'Gladbach,de Bundesliga,27.0,0
2107,Emerson\df8b52a5,DF,Barcelona,es La Liga,1.0,0
2108,Renaud Emond\5c9ac7f0,MFFW,Nantes,fr Ligue 1,2.1,0
2109,Martin Erlic\0fee6bda,DF,Spezia,it Serie A,28.6,0
2110,Gonzalo Escalante\3f79a1c8,MF,Alavés,es La Liga,14.4,0
2111,Gonzalo Escalante\3f79a1c8,MF,Lazio,it Serie A,0.1,0
2112,Aarón Escandell\67669ce7,GK,Granada,es La Liga,3.2,0
2113,Michael Esser\83e0eeb4,GK,Bochum,de Bundesliga,3.0,0
2114,Estanis\ace50e9f,FW,Barcelona,es La Liga,0.1,0
2115,Maxime Estève\1a066e69,DF,Montpellier,fr Ligue 1,20.6,0
2116,Oghenekaro Etebo\b579e83d,MF,Watford,eng Premier League,4.5,0
2117,Jonny Evans\f8fcd2a5,DF,Leicester City,eng Premier League,15.0,0
2118,Łukasz Fabiański\9328b835,GK,West Ham,eng Premier League,37.0,0
2119,Diego Falcinelli\a39b9ef6,FWMF,Bologna,it Serie A,0.7,0
2120,Wladimiro Falcone\9f5a610b,GK,Sampdoria,it Serie A,9.5,0
2121,Fali\72a84002,DFMF,Cádiz,es La Liga,20.0,0
2122,Paolo Faragò\9085dd7c,MF,Cagliari,it Serie A,0.2,0
2123,Omar Faraj\de627c8a,FW,Levante,es La Liga,0.0,0
2124,Mohamed Fares\b7a5bc86,DFFW,Genoa,it Serie A,6.5,0
2125,Wuilker Faríñez\2c127b6f,GK,Lens,fr Ligue 1,12.3,0
2126,Noah Fatar\2693f6bc,DFMF,Angers,fr Ligue 1,0.1,0
2127,Andrea Favilli\44510fde,FW,Genoa,it Serie A,0.4,0
2128,Adrian Fein\60097ff6,MF,Greuther Fürth,de Bundesliga,0.4,0
2129,Felipe\51a3c4c8,DF,Atlético Madrid,es La Liga,16.7,0
2130,Luiz Felipe\15d0c248,DF,Lazio,it Serie A,27.7,0
2131,Ohis Felix Uduokhai\677da306,DF,Augsburg,de Bundesliga,8.7,0
2132,Evan Ferguson\4596da74,MF,Brighton,eng Premier League,0.3,0
2133,Nathan Ferguson\2f8d27bc,DF,Crystal Palace,eng Premier League,0.1,0
2134,Aitor Fernández\a01c3d54,GK,Levante,es La Liga,13.0,0
2135,Álvaro Fernández\f127d782,GK,Brentford,eng Premier League,12.0,0
2136,Federico Fernández\f25b010f,DF,Newcastle Utd,eng Premier League,5.8,0
2137,Fernandinho\101da2b5,MFDF,Manchester City,eng Premier League,10.7,0
2138,Fernando\41f32541,MFDF,Sevilla,es La Liga,20.6,0
2139,Alex Ferrari\d0dbca9f,DF,Sampdoria,it Serie A,18.3,0
2140,Riccardo Fiamozzi\9f9b9269,DF,Empoli,it Serie A,6.9,0
2141,Vincenzo Fiorillo\a2565f79,GK,Salernitana,it Serie A,1.0,0
2142,Mark Flekken\a92ab7be,GK,Freiburg,de Bundesliga,32.0,0
2143,Ashley Fletcher\eeb6551f,FW,Watford,eng Premier League,0.3,0
2144,Mamadou Fofana\4c4ffacc,DF,Metz,fr Ligue 1,0.4,0
2145,Wesley Fofana\132a82f1,DF,Leicester City,eng Premier League,7.0,0
2146,Thomas Fontaine\9f90c06b,DF,Lorient,fr Ligue 1,1.9,0
2147,José Fontán\1827a42d,DF,Celta Vigo,es La Liga,3.1,0
2148,Fernando Forestieri\d60c26fc,FWMF,Udinese,it Serie A,0.6,0
2149,Marcus Forss\82c215a0,FWMF,Brentford,eng Premier League,2.3,0
2150,Fraser Forster\c3e39f12,GK,Southampton,eng Premier League,19.0,0
2151,Steven Fortes\574aa9ec,DF,Lens,fr Ligue 1,1.0,0
2152,Ben Foster\d0b3ceb9,GK,Watford,eng Premier League,26.0,0
2153,Dimitri Foulquier\45e17712,DF,Granada,es La Liga,2.0,0
2154,Gianluca Frabotta\d80b1835,DFFW,Hellas Verona,it Serie A,0.2,0
2155,Raphael Framberger\626fab5f,DF,Augsburg,de Bundesliga,9.4,0
2156,Ryan Fredericks\c067631c,DF,West Ham,eng Premier League,3.4,0
2157,Marvin Friedrich\b77f44a4,DF,M'Gladbach,de Bundesliga,6.7,0
2158,Christian Früchtl\1940be91,GK,Bayern Munich,de Bundesliga,0.1,0
2159,Leo Fuhr Hjelde\d102b8a2,DF,Leeds United,eng Premier League,1.7,0
2160,Marius Funk\86314793,GK,Greuther Fürth,de Bundesliga,8.0,0
2161,Stephan Fürstner\18c2e247,MF,Mainz 05,de Bundesliga,0.1,0
2162,Matteo Gabbia\c235e803,DF,Milan,it Serie A,6.0,0
2163,Mijat Gaćinović\16daec92,FWDF,Hoffenheim,de Bundesliga,1.2,0
2164,Gianluca Gaetano\3b387cc7,MF,Napoli,it Serie A,0.2,0
2165,Luca Gagliano\1d00a56c,MFDF,Cagliari,it Serie A,0.1,0
2166,Riccardo Gagliolo\173061c0,DF,Salernitana,it Serie A,12.6,0
2167,Iñigo Ruiz de Galarreta\91f7631f,MF,Mallorca,es La Liga,15.3,0
2168,Nicolas Galazzi\a796492f,DF,Venezia,it Serie A,0.2,0
2169,Thiago Galhardo\766f48dd,FWMF,Celta Vigo,es La Liga,12.8,0
2170,Gauthier Gallon\db3164e1,GK,Troyes,fr Ligue 1,31.0,0
2171,Idrissa Gana Gueye\72c812f3,MF,Paris S-G,fr Ligue 1,18.2,0
2172,Dani García\240d3a0b,MF,Athletic Club,es La Liga,24.2,0
2173,David García\3e42f707,DF,Osasuna,es La Liga,34.5,0
2174,Joan García\87b498b0,GK,Espanyol,es La Liga,1.2,0
2175,Saúl García\dafa5038,FW,Alavés,es La Liga,0.0,0
2176,Alejandro Garnacho\7aa8adfe,FW,Manchester Utd,eng Premier League,0.1,0
2177,Mario Gaspar\fb5d47b3,DF,Villarreal,es La Liga,6.9,0
2178,Djeidi Gassama\bbdb2789,FW,Paris S-G,fr Ligue 1,0.0,0
2179,Jean-Philippe Gbamin\6bd603db,MF,Everton,eng Premier League,0.7,0
2180,David de Gea\7ba6d84e,GK,Manchester Utd,eng Premier League,38.0,0
2181,Linus Gechter\ad2b068c,DF,Hertha BSC,de Bundesliga,8.0,0
2182,Luca Gemello\53e494ec,GK,Torino,it Serie A,1.0,0
2183,Ismaël Gharbi\5b3cfa12,FW,Paris S-G,fr Ligue 1,0.0,0
2184,Lamine Ghezali\ce84946a,DF,Saint-Étienne,fr Ligue 1,0.0,0
2185,Morgan Gibbs-White\32f60ed8,FWMF,Wolves,eng Premier League,0.1,0
2186,Ben Gibson\bcfb0142,DF,Norwich City,eng Premier League,27.7,0
2187,Rafał Gikiewicz\17376543,GK,Augsburg,de Bundesliga,34.0,0
2188,Mario Gila\9c435456,DF,Real Madrid,es La Liga,0.3,0
2189,Billy Gilmour\df10e27c,MF,Norwich City,eng Premier League,20.6,0
2190,Daniel Ginczek\e5f63987,MFFW,Wolfsburg,de Bundesliga,0.1,0
2191,Sebastian Giovinco\2b7c18ae,MF,Sampdoria,it Serie A,0.4,0
2192,Edoardo Goldaniga\4b029b31,MFDF,Sassuolo,it Serie A,0.0,0
2193,Toti Gomes\f0caab96,DF,Wolves,eng Premier League,4.0,0
2194,Sergi Gómez\bc6f5f06,DF,Espanyol,es La Liga,30.2,0
2195,Alfred Gomis\cecbce23,GK,Rennes,fr Ligue 1,25.0,0
2196,Vagner Gonçalves\743fd71f,MFFW,Metz,fr Ligue 1,1.0,0
2197,Álvaro González\42dcf26d,DF,Marseille,fr Ligue 1,5.0,0
2198,Diego González\4ac7608e,DF,Elche,es La Liga,19.9,0
2199,Édgar González\49d028db,DF,Betis,es La Liga,16.3,0
2200,Roberto González\56545648,FWMF,Betis,es La Liga,1.5,0
2201,Charlie Goode\7aee4dd3,DF,Brentford,eng Premier League,5.0,0
2202,Kaide Gordon\19a9cb70,FW,Liverpool,eng Premier League,0.1,0
2203,Gori\f3451c66,MF,Espanyol,es La Liga,0.1,0
2204,Robin Gosens\2d970560,DF,Inter,it Serie A,1.9,0
2205,Jeffrey Gouweleeuw\1025db8e,DF,Augsburg,de Bundesliga,28.6,0
2206,Jonathan Gradit\06c48679,DF,Lens,fr Ligue 1,34.1,0
2207,Jens Grahl\f26dee6b,GK,Eint Frankfurt,de Bundesliga,1.0,0
2208,Alberto Grassi\6cc97b6a,MF,Cagliari,it Serie A,24.2,0
2209,Jaume Grau\fc3d2006,MF,Osasuna,es La Liga,0.0,0
2210,Andrew Gravillon\49136c42,DF,Reims,fr Ligue 1,23.7,0
2211,Ivo Grbić\3f034750,GK,Lille,fr Ligue 1,21.0,0
2212,Etienne Green\667b65da,GK,Saint-Étienne,fr Ligue 1,13.3,0
2213,Dominik Greif\30061f53,GK,Mallorca,es La Liga,1.0,0
2214,Sebastian Griesbeck\a8db7ebb,DFMF,Greuther Fürth,de Bundesliga,27.1,0
2215,Sebastian Griesbeck\a8db7ebb,MF,Union Berlin,de Bundesliga,0.1,0
2216,Lennart Grill\37998008,GK,Leverkusen,de Bundesliga,1.0,0
2217,Vicente Guaita\ab13a5aa,GK,Crystal Palace,eng Premier League,29.5,0
2218,Nemanja Gudelj\0076ab7f,MFDF,Sevilla,es La Liga,11.6,0
2219,Noah Guede-Nadje\94b442c0,FW,Angers,fr Ligue 1,0.0,0
